id,gm_time_s,extend_g_time_s
157,0.0023,0.0019
158,0.0028,0.0024
159,0.0032,0.0028
160,0.0035,0.003
161,0.0048,0.0041
162,0.0036,0.0034
163,0.0046,0.003
164,0.0061,0.0027
165,0.0037,0.0027
166,0.0029,0.0024
167,0.0022,0.0018
168,0.0044,0.0036
169,0.005,0.0042
170,0.0033,0.0028
171,0.0033,0.0028
172,0.0038,0.0032
173,0.0034,0.0028
174,0.0031,0.0031
175,0.0044,0.0031
176,0.004,0.0034
177,0.0019,0.0016
178,0.0031,0.0027
179,0.0019,0.0017
180,0.0038,0.0033
181,0.0025,0.0021
182,0.0027,0.0023
183,0.0046,0.0039
184,0.002,0.0016
185,0.0015,0.0012
186,0.0032,0.0028
187,0.0033,0.0027
188,0.0062,0.0057
189,0.004,0.0029
190,0.0036,0.003
191,0.0019,0.0016
192,0.0049,0.0045
193,0.0041,0.0042
194,0.003,0.0026
195,0.0025,0.0021
196,0.0036,0.0031
197,0.0042,0.0038
198,0.0029,0.0024
199,0.0022,0.0019
200,0.0029,0.003
201,0.0028,0.0024
202,0.0039,0.0028
203,0.0031,0.0026
204,0.0032,0.0028
205,0.0034,0.003
206,0.0043,0.0039
207,0.0023,0.002
208,0.0033,0.0029
209,0.0019,0.0017
210,0.0034,0.0029
211,0.004,0.0035
212,0.0038,0.0033
213,0.0028,0.0029
214,0.0027,0.0023
215,0.003,0.002
216,0.0025,0.0022
217,0.0035,0.0031
218,0.0023,0.002
219,0.0021,0.0018
220,0.0044,0.0038
221,0.0022,0.0019
222,0.0029,0.0025
223,0.0031,0.0026
224,0.0037,0.0032
225,0.0028,0.0024
226,0.0027,0.0023
227,0.0048,0.0047
228,0.0033,0.0029
229,0.0046,0.0036
230,0.0014,0.0012
231,0.0039,0.0034
232,0.0036,0.0032
233,0.0039,0.0034
234,0.0041,0.0036
235,0.0034,0.0031
236,0.0043,0.0039
237,0.003,0.0026
238,0.0024,0.002
239,0.0057,0.0053
240,0.0041,0.0029
241,0.0036,0.0031
242,0.0037,0.0032
243,0.004,0.0035
244,0.0042,0.0036
245,0.0022,0.0019
246,0.0034,0.0029
247,0.0013,0.0011
248,0.0031,0.0027
249,0.004,0.0035
250,0.0028,0.003
251,0.0044,0.0038
252,0.0029,0.0025
253,0.0036,0.0025
254,0.0019,0.0016
255,0.0035,0.003
256,0.003,0.0025
257,0.0038,0.0032
258,0.0025,0.0021
259,0.0034,0.0029
260,0.0015,0.0013
261,0.0037,0.0032
262,0.0032,0.0027
263,0.0028,0.0024
264,0.0022,0.0024
265,0.0047,0.004
266,0.0041,0.0035
267,0.0044,0.0033
268,0.0039,0.0033
269,0.0025,0.0021
270,0.0036,0.003
271,0.0017,0.0014
272,0.004,0.0033
273,0.0038,0.0032
274,0.002,0.0018
275,0.0033,0.0028
276,0.0034,0.0034
277,0.0026,0.0022
278,0.0046,0.004
279,0.0027,0.0023
280,0.004,0.0029
281,0.003,0.0026
282,0.0035,0.003
283,0.0031,0.0026
284,0.0045,0.0039
285,0.0026,0.0022
286,0.0043,0.0037
287,0.0038,0.0033
288,0.0045,0.0044
289,0.0035,0.003
290,0.0048,0.0041
291,0.0042,0.0031
292,0.0026,0.0022
293,0.004,0.0034
294,0.004,0.0034
295,0.0048,0.0042
296,0.0034,0.0029
297,0.0031,0.0026
298,0.0023,0.002
299,0.0024,0.0026
300,0.0021,0.0018
301,0.004,0.0034
302,0.0032,0.0027
303,0.0027,0.0023
304,0.0046,0.0034
305,0.0039,0.0034
306,0.0031,0.0027
307,0.0027,0.0023
308,0.0043,0.0037
309,0.003,0.0026
310,0.0027,0.0023
311,0.0031,0.0026
312,0.0031,0.0032
313,0.0025,0.0022
314,0.0032,0.0029
315,0.0027,0.0023
316,0.0028,0.0025
317,0.0025,0.0021
318,0.005,0.0033
319,0.003,0.0021
320,0.005,0.0036
321,0.0037,0.0026
322,0.0031,0.0024
323,0.0045,0.0034
324,0.0023,0.0019
325,0.0036,0.0028
326,0.0024,0.0024
327,0.0043,0.0035
328,0.0024,0.0018
329,0.0028,0.0023
330,0.0031,0.0026
331,0.0026,0.0015
332,0.0024,0.002
333,0.0024,0.002
334,0.0042,0.0034
335,0.0035,0.003
336,0.0053,0.0045
337,0.0033,0.0027
338,0.0038,0.0031
339,0.0028,0.0017
340,0.003,0.0029
341,0.0026,0.0021
342,0.0022,0.0018
343,0.0047,0.0033
344,0.0036,0.003
345,0.0026,0.0015
346,0.004,0.0034
347,0.0019,0.0016
348,0.0033,0.0027
349,0.0038,0.0031
350,0.0035,0.0029
351,0.0039,0.0032
352,0.0053,0.0044
353,0.0031,0.0031
354,0.0026,0.0021
355,0.0021,0.0017
356,0.0037,0.003
357,0.0036,0.0029
358,0.004,0.0029
359,0.0029,0.0023
360,0.0022,0.0019
361,0.0041,0.0034
362,0.0019,0.0016
363,0.0022,0.0018
364,0.0029,0.0024
365,0.0036,0.003
366,0.0047,0.0044
367,0.0024,0.0019
368,0.0031,0.0025
369,0.0027,0.0023
370,0.003,0.0025
371,0.0032,0.0027
372,0.0051,0.0035
373,0.0032,0.0026
374,0.0034,0.003
375,0.0021,0.0017
376,0.0042,0.0036
377,0.0021,0.0022
378,0.0029,0.0029
379,0.0036,0.0036
380,0.0041,0.0045
381,0.0036,0.0031
382,0.0047,0.004
383,0.002,0.0016
384,0.0028,0.0023
385,0.0034,0.0029
386,0.0037,0.0024
387,0.0049,0.0041
388,0.0039,0.0033
389,0.0024,0.002
390,0.0042,0.0035
391,0.0022,0.0019
392,0.004,0.0034
393,0.0033,0.0034
394,0.0019,0.0016
395,0.0036,0.0029
396,0.004,0.0034
397,0.0023,0.0018
398,0.0048,0.0035
399,0.0023,0.0018
400,0.0047,0.004
401,0.0039,0.0032
402,0.0034,0.0028
403,0.003,0.0024
404,0.0032,0.0034
405,0.0023,0.0039
406,0.0023,0.0035
407,0.0039,0.0075
408,0.0049,0.0041
409,0.0035,0.0027
410,0.0051,0.0056
411,0.0029,0.0037
412,0.0043,0.0056
413,0.0028,0.003
414,0.0046,0.0039
415,0.0057,0.0062
416,0.0039,0.0031
417,0.0045,0.0024
418,0.0054,0.0038
419,0.0033,0.0021
420,0.004,0.0029
421,0.0045,0.0041
422,0.0043,0.0033
423,0.0017,0.0014
424,0.0054,0.0042
425,0.0024,0.0019
426,0.0046,0.0029
427,0.0026,0.002
428,0.0027,0.0021
429,0.005,0.004
430,0.0015,0.0012
431,0.0046,0.0036
432,0.0024,0.002
433,0.004,0.0032
434,0.0025,0.0027
435,0.0049,0.0039
436,0.0032,0.0025
437,0.0035,0.0027
438,0.0039,0.0031
439,0.0046,0.003
440,0.0028,0.0022
441,0.0034,0.0027
442,0.0025,0.002
443,0.003,0.0024
444,0.003,0.0023
445,0.0053,0.0043
446,0.0048,0.0038
447,0.003,0.0032
448,0.0042,0.0033
449,0.0036,0.003
450,0.006,0.0049
451,0.0035,0.0029
452,0.0045,0.003
453,0.0036,0.0028
454,0.0019,0.0015
455,0.0029,0.0022
456,0.0028,0.0022
457,0.0031,0.0025
458,0.0019,0.0015
459,0.0044,0.0035
460,0.0036,0.0029
461,0.0031,0.0031
462,0.0025,0.002
463,0.0038,0.0029
464,0.0054,0.0043
465,0.0055,0.0046
466,0.0079,0.0062
467,0.0052,0.0044
468,0.0034,0.0028
469,0.0048,0.004
470,0.0048,0.0039
471,0.0062,0.0058
472,0.0031,0.0025
473,0.004,0.0032
474,0.0034,0.003
475,0.0043,0.0028
476,0.004,0.0031
477,0.0041,0.0033
478,0.0039,0.0031
479,0.0031,0.0024
480,0.0039,0.003
481,0.0032,0.0023
482,0.0029,0.0022
483,0.0021,0.0023
484,0.0022,0.0017
485,0.0019,0.0014
486,0.0043,0.0032
487,0.0049,0.0036
488,0.0034,0.0026
489,0.0056,0.0028
490,0.003,0.0018
491,0.0038,0.0026
492,0.0043,0.0023
493,0.0025,0.0019
494,0.0022,0.0016
495,0.0029,0.0024
496,0.0021,0.0015
497,0.0035,0.0025
498,0.0031,0.002
499,0.0024,0.0021
500,0.0032,0.0024
501,0.0028,0.0022
502,0.0073,0.0041
503,0.0039,0.0022
504,0.0036,0.0022
505,0.004,0.0019
506,0.006,0.0031
507,0.0058,0.0032
508,0.006,0.0034
509,0.0041,0.0022
510,0.0044,0.0024
511,0.0044,0.0027
512,0.0061,0.0033
513,0.0044,0.0031
514,0.0069,0.004
515,0.0029,0.0021
516,0.0025,0.0018
517,0.0027,0.0021
518,0.0043,0.0034
519,0.0023,0.0017
520,0.0038,0.0021
521,0.0059,0.0034
522,0.0033,0.002
523,0.0048,0.0027
524,0.0062,0.0035
525,0.0071,0.004
526,0.0056,0.0041
527,0.0056,0.0032
528,0.0043,0.0022
529,0.0057,0.0043
530,0.0044,0.0034
531,0.007,0.004
532,0.0033,0.0019
533,0.0051,0.0034
534,0.0055,0.0043
535,0.0051,0.0033
536,0.0039,0.0023
537,0.0047,0.0039
538,0.0064,0.0037
539,0.0027,0.0019
540,0.004,0.0032
541,0.0043,0.0037
542,0.0031,0.0026
543,0.0031,0.002
544,0.0039,0.0033
545,0.0041,0.0034
546,0.0025,0.0022
547,0.0039,0.0033
548,0.0029,0.0025
549,0.0041,0.0042
550,0.0039,0.0034
551,0.0035,0.003
552,0.0031,0.0027
553,0.0055,0.0047
554,0.0023,0.0019
555,0.0038,0.0025
556,0.0045,0.004
557,0.0024,0.002
558,0.0039,0.0034
559,0.0032,0.0027
560,0.0042,0.0041
561,0.0027,0.0023
562,0.0024,0.0021
563,0.004,0.0034
564,0.0026,0.0023
565,0.0025,0.0022
566,0.0032,0.0027
567,0.0023,0.002
568,0.0045,0.0033
569,0.0014,0.0013
570,0.0026,0.0022
571,0.0023,0.0019
572,0.0059,0.0055
573,0.0017,0.0015
574,0.0048,0.0047
575,0.0037,0.0032
576,0.0023,0.0019
577,0.004,0.0034
578,0.0035,0.0029
579,0.005,0.0043
580,0.0022,0.0019
581,0.0048,0.0031
582,0.0022,0.0016
583,0.0025,0.0021
584,0.0037,0.0031
585,0.0042,0.003
586,0.0029,0.0023
587,0.0029,0.0024
588,0.0027,0.0031
589,0.0041,0.0034
590,0.0025,0.0021
591,0.0025,0.0021
592,0.0036,0.0031
593,0.0035,0.003
594,0.0039,0.0033
595,0.0026,0.0021
596,0.0033,0.0023
597,0.0041,0.0036
598,0.0022,0.0019
599,0.0042,0.0035
600,0.0045,0.0043
601,0.0056,0.0048
602,0.0039,0.0034
603,0.0038,0.0033
604,0.0031,0.0027
605,0.0022,0.0019
606,0.0031,0.0026
607,0.0038,0.0032
608,0.0035,0.0024
609,0.025,0.0031
610,0.0023,0.0019
611,0.0049,0.0043
612,0.004,0.0041
613,0.0032,0.0028
614,0.0027,0.0023
615,0.0032,0.0027
616,0.0023,0.002
617,0.0026,0.0023
618,0.0024,0.002
619,0.0027,0.0024
620,0.0026,0.0022
621,0.0031,0.0028
622,0.0025,0.0022
623,0.0045,0.0037
624,0.0034,0.003
625,0.0056,0.0056
626,0.0038,0.0033
627,0.0042,0.0037
628,0.003,0.0027
629,0.0041,0.0036
630,0.0037,0.0033
631,0.003,0.0026
632,0.0029,0.0026
633,0.0031,0.0027
634,0.004,0.003
635,0.0042,0.0038
636,0.0022,0.0019
637,0.003,0.0032
638,0.0027,0.0022
639,0.0032,0.0027
640,0.0017,0.0015
641,0.0016,0.0013
642,0.0024,0.0021
643,0.005,0.0044
644,0.0052,0.0045
645,0.0038,0.0033
646,0.0038,0.0034
647,0.0038,0.0028
648,0.0029,0.0026
649,0.0024,0.0021
650,0.0042,0.0042
651,0.0044,0.0039
652,0.0035,0.0031
653,0.0028,0.0024
654,0.0029,0.0026
655,0.0033,0.0029
656,0.0032,0.0029
657,0.0026,0.0023
658,0.0031,0.0027
659,0.0025,0.0022
660,0.0037,0.0028
661,0.002,0.0017
662,0.003,0.0027
663,0.0023,0.0026
664,0.0024,0.0021
665,0.0027,0.0024
666,0.0029,0.0024
667,0.0039,0.0035
668,0.0034,0.0029
669,0.0038,0.0033
670,0.0027,0.0024
671,0.0023,0.0021
672,0.0024,0.0021
673,0.0042,0.0037
674,0.0036,0.0031
675,0.0051,0.0041
676,0.0024,0.0027
677,0.002,0.0017
678,0.0022,0.002
679,0.0039,0.0033
680,0.0032,0.0029
681,0.0032,0.0029
682,0.0031,0.0027
683,0.0021,0.0019
684,0.002,0.0017
685,0.0023,0.002
686,0.0024,0.002
687,0.002,0.0017
688,0.0048,0.0042
689,0.0026,0.0018
690,0.0034,0.0031
691,0.0031,0.0032
692,0.0016,0.0014
693,0.0041,0.0036
694,0.0044,0.0039
695,0.0028,0.0025
696,0.0022,0.0019
697,0.0028,0.0023
698,0.0036,0.0032
699,0.0041,0.0035
700,0.0045,0.004
701,0.0044,0.0035
702,0.0024,0.0021
703,0.0036,0.0039
704,0.0024,0.0021
705,0.0022,0.0019
706,0.0021,0.0018
707,0.0031,0.0027
708,0.002,0.0017
709,0.0033,0.0029
710,0.0027,0.0024
711,0.0023,0.0025
712,0.0033,0.0029
713,0.0038,0.0034
714,0.0029,0.0026
715,0.0045,0.0035
716,0.0026,0.0022
717,0.0036,0.0031
718,0.0041,0.0043
719,0.0027,0.0024
720,0.0029,0.0026
721,0.0015,0.0013
722,0.0038,0.0033
723,0.0032,0.0028
724,0.0023,0.002
725,0.004,0.0036
726,0.0043,0.0038
727,0.0019,0.0016
728,0.0062,0.0052
729,0.0017,0.0015
730,0.0025,0.0023
731,0.0034,0.0036
732,0.0033,0.0029
733,0.0044,0.0039
734,0.0033,0.0029
735,0.0017,0.0014
736,0.003,0.0026
737,0.002,0.0016
738,0.0039,0.0034
739,0.0021,0.0018
740,0.0045,0.0039
741,0.0029,0.0025
742,0.0023,0.0016
743,0.0026,0.0023
744,0.0052,0.0051
745,0.0036,0.0032
746,0.0028,0.0026
747,0.0043,0.004
748,0.003,0.0031
749,0.0029,0.0026
750,0.0036,0.0033
751,0.0043,0.0039
752,0.0023,0.002
753,0.0037,0.0033
754,0.0042,0.0031
755,0.0032,0.0029
756,0.0039,0.0041
757,0.0021,0.0019
758,0.0037,0.0032
759,0.0023,0.0021
760,0.0039,0.0033
761,0.0035,0.0029
762,0.0047,0.0041
763,0.0041,0.0035
764,0.0033,0.0027
765,0.0027,0.0022
766,0.0041,0.003
767,0.0019,0.0017
768,0.0027,0.0023
769,0.0037,0.0038
770,0.0029,0.0025
771,0.0047,0.004
772,0.0038,0.0033
773,0.003,0.0026
774,0.0031,0.0027
775,0.0075,0.0067
776,0.0014,0.0012
777,0.0023,0.0019
778,0.0051,0.0038
779,0.0028,0.0024
780,0.0023,0.0025
781,0.0029,0.0236
782,0.0067,0.0059
783,0.0043,0.0037
784,0.0028,0.0023
785,0.0028,0.0023
786,0.0019,0.0017
787,0.0021,0.0017
788,0.0033,0.0029
789,0.0045,0.0039
790,0.0027,0.0017
791,0.0016,0.0014
792,0.0034,0.003
793,0.0032,0.0031
794,0.0029,0.0024
795,0.003,0.0025
796,0.0037,0.0031
797,0.0024,0.002
798,0.0034,0.0029
799,0.0041,0.0035
800,0.0026,0.0023
801,0.0028,0.0024
802,0.0016,0.0014
803,0.0028,0.0025
804,0.0028,0.0024
805,0.0039,0.0029
806,0.0022,0.0019
807,0.0014,0.0011
808,0.0031,0.003
809,0.0038,0.0033
810,0.0028,0.0023
811,0.0045,0.0039
812,0.0018,0.0015
813,0.0037,0.0031
814,0.0039,0.0033
815,0.0035,0.003
816,0.0041,0.0035
817,0.0052,0.004
818,0.0034,0.003
819,0.0037,0.0037
820,0.0029,0.0024
821,0.0031,0.0026
822,0.0071,0.0061
823,0.0042,0.0035
824,0.0032,0.0027
825,0.0046,0.0039
826,0.003,0.0026
827,0.002,0.0018
828,0.0032,0.0021
829,0.0031,0.0027
830,0.0034,0.0034
831,0.0035,0.003
832,0.0036,0.0031
833,0.0039,0.0034
834,0.0027,0.0023
835,0.0026,0.0021
836,0.0017,0.0014
837,0.0034,0.0029
838,0.0031,0.0025
839,0.0037,0.003
840,0.0031,0.0025
841,0.0029,0.0025
842,0.0061,0.0047
843,0.0021,0.0024
844,0.0022,0.0019
845,0.0031,0.0027
846,0.0027,0.0023
847,0.0034,0.0028
848,0.0046,0.004
849,0.0031,0.0027
850,0.0026,0.0022
851,0.0025,0.0021
852,0.0021,0.0019
853,0.0035,0.0029
854,0.0035,0.003
855,0.0029,0.0019
856,0.0043,0.0037
857,0.0028,0.0028
858,0.0044,0.0039
859,0.0037,0.0031
860,0.0033,0.0029
861,0.0019,0.0017
862,0.0045,0.0039
863,0.0029,0.0027
864,0.002,0.0017
865,0.0034,0.0029
866,0.0021,0.0017
867,0.0034,0.0029
868,0.0025,0.0021
869,0.0035,0.0024
870,0.0032,0.0031
871,0.0013,0.0011
872,0.0034,0.0029
873,0.0029,0.0025
874,0.0014,0.0011
875,0.003,0.0026
876,0.0032,0.0027
877,0.0029,0.0025
878,0.0034,0.0029
879,0.0034,0.0029
880,0.0037,0.0032
881,0.0046,0.004
882,0.0025,0.0015
883,0.0024,0.0021
884,0.0032,0.0032
885,0.0025,0.0021
886,0.0034,0.0029
887,0.0024,0.0021
888,0.0039,0.0034
889,0.0027,0.0023
890,0.0066,0.0057
891,0.0033,0.0028
892,0.0024,0.0021
893,0.0031,0.0026
894,0.0033,0.0028
895,0.0051,0.004
896,0.0025,0.002
897,0.0035,0.0035
898,0.0064,0.0055
899,0.0021,0.0019
900,0.0038,0.0031
901,0.0021,0.0018
902,0.0032,0.0027
903,0.0019,0.0015
904,0.0038,0.0033
905,0.0022,0.002
906,0.0021,0.0018
907,0.003,0.0025
908,0.0048,0.0036
909,0.003,0.003
910,0.0022,0.0019
911,0.0025,0.002
912,0.0025,0.0021
913,0.0037,0.0031
914,0.0028,0.0024
915,0.004,0.0035
916,0.0039,0.0034
917,0.0024,0.0019
918,0.0026,0.0022
919,0.0045,0.0037
920,0.0038,0.0033
921,0.0024,0.0021
922,0.0043,0.0032
923,0.0038,0.0038
924,0.0026,0.0022
925,0.0032,0.0027
926,0.0013,0.0011
927,0.0038,0.0033
928,0.0027,0.0023
929,0.0024,0.002
930,0.003,0.0025
931,0.0032,0.0027
932,0.003,0.0026
933,0.0027,0.0024
934,0.0036,0.0031
935,0.0022,0.0018
936,0.0027,0.0018
937,0.0032,0.0032
938,0.0026,0.0021
939,0.004,0.0036
940,0.0027,0.0023
941,0.0023,0.0019
942,0.0026,0.0022
943,0.0039,0.0034
944,0.0028,0.0024
945,0.0021,0.0018
946,0.0022,0.0019
947,0.003,0.0025
948,0.0046,0.004
949,0.0038,0.0033
950,0.0027,0.0018
951,0.0024,0.0025
952,0.0031,0.0027
953,0.0026,0.0021
954,0.003,0.0026
955,0.0041,0.0036
956,0.0035,0.003
957,0.0044,0.0037
958,0.0024,0.0021
959,0.0056,0.0049
960,0.0029,0.0025
961,0.0026,0.0022
962,0.0027,0.0023
963,0.0035,0.003
964,0.0019,0.0016
965,0.0042,0.0037
966,0.004,0.0034
967,0.0046,0.004
968,0.0026,0.0023
969,0.0028,0.0023
970,0.0052,0.0046
971,0.0031,0.0027
972,0.0039,0.0033
973,0.0026,0.0022
974,0.0026,0.0022
975,0.004,0.0033
976,0.0033,0.0027
977,0.0028,0.0024
978,0.0043,0.0037
979,0.003,0.0025
980,0.0024,0.0021
981,0.0024,0.002
982,0.0035,0.003
983,0.0015,0.0013
984,0.0028,0.0024
985,0.0026,0.0023
986,0.0034,0.0029
987,0.0032,0.0026
988,0.0025,0.0021
989,0.0022,0.0018
990,0.002,0.0023
991,0.0064,0.0049
992,0.0036,0.0031
993,0.0054,0.0046
994,0.0037,0.0032
995,0.0038,0.0032
996,0.0026,0.0021
997,0.0039,0.0034
998,0.003,0.0025
999,0.0027,0.0023
1000,0.0035,0.003
1001,0.005,0.0042
1002,0.0014,0.0013
1003,0.003,0.0025
1004,0.0042,0.0036
1005,0.0033,0.0028
1006,0.0024,0.002
1007,0.002,0.0017
1008,0.0041,0.0035
1009,0.0023,0.002
1010,0.0041,0.0034
1011,0.004,0.0035
1012,0.004,0.0035
1013,0.0022,0.0019
1014,0.0048,0.0041
1015,0.004,0.0034
1016,0.0029,0.0024
1017,0.0029,0.0024
1018,0.0038,0.0033
1019,0.0038,0.0032
1020,0.0021,0.0018
1021,0.0043,0.0036
1022,0.0034,0.0028
1023,0.0033,0.0028
1024,0.0023,0.002
1025,0.0041,0.0034
1026,0.0041,0.0034
1027,0.0024,0.0021
1028,0.0039,0.0034
1029,0.0029,0.0024
1030,0.0025,0.0021
1031,0.0021,0.0019
1032,0.0025,0.0021
1033,0.0038,0.0033
1034,0.0037,0.0031
1035,0.0023,0.0019
1036,0.0033,0.0028
1037,0.0024,0.0021
1038,0.0056,0.0048
1039,0.0056,0.0049
1040,0.0034,0.0029
1041,0.0039,0.0034
1042,0.0035,0.0031
1043,0.0024,0.0021
1044,0.0023,0.0019
1045,0.0021,0.0017
1046,0.0025,0.0022
1047,0.0039,0.0033
1048,0.0021,0.0018
1049,0.003,0.0025
1050,0.0043,0.0037
1051,0.0027,0.0022
1052,0.0048,0.0046
1053,0.0035,0.0025
1054,0.0035,0.003
1055,0.0037,0.003
1056,0.0051,0.0043
1057,0.0029,0.0024
1058,0.0035,0.003
1059,0.0041,0.0037
1060,0.0068,0.0058
1061,0.003,0.0025
1062,0.0036,0.0037
1063,0.0033,0.0021
1064,0.002,0.0017
1065,0.003,0.0026
1066,0.0041,0.0034
1067,0.0041,0.0035
1068,0.0031,0.0027
1069,0.003,0.0024
1070,0.003,0.0024
1071,0.0034,0.0028
1072,0.0039,0.0031
1073,0.003,0.0025
1074,0.0033,0.0028
1075,0.0017,0.0014
1076,0.0018,0.0021
1077,0.0047,0.0035
1078,0.0051,0.0045
1079,0.0046,0.0042
1080,0.0025,0.0021
1081,0.0039,0.0034
1082,0.0021,0.0018
1083,0.0043,0.0036
1084,0.0038,0.0032
1085,0.0038,0.0032
1086,0.0033,0.0028
1087,0.0039,0.0039
1088,0.0014,0.0011
1089,0.0043,0.0031
1090,0.002,0.0017
1091,0.0036,0.0031
1092,0.0028,0.0025
1093,0.0027,0.0023
1094,0.0028,0.0024
1095,0.0037,0.0032
1096,0.0022,0.0019
1097,0.0039,0.0034
1098,0.0027,0.0026
1099,0.0042,0.0038
1100,0.0026,0.0022
1101,0.0036,0.0037
1102,0.0024,0.0021
1103,0.0025,0.0014
1104,0.0042,0.0035
1105,0.0039,0.0031
1106,0.0021,0.0017
1107,0.0019,0.0015
1108,0.0033,0.0028
1109,0.002,0.0016
1110,0.0038,0.0033
1111,0.0045,0.0038
1112,0.0027,0.0023
1113,0.0044,0.0038
1114,0.0027,0.0028
1115,0.0037,0.0032
1116,0.0047,0.0035
1117,0.0048,0.0041
1118,0.004,0.0035
1119,0.0031,0.0026
1120,0.0023,0.002
1121,0.0033,0.0028
1122,0.0033,0.0027
1123,0.0026,0.0023
1124,0.0035,0.0029
1125,0.0042,0.0035
1126,0.0024,0.0027
1127,0.0039,0.0033
1128,0.0048,0.0036
1129,0.0032,0.0027
1130,0.0019,0.0014
1131,0.0037,0.0031
1132,0.0042,0.0037
1133,0.0016,0.0013
1134,0.0022,0.0019
1135,0.0039,0.0033
1136,0.003,0.0025
1137,0.0022,0.0018
1138,0.0025,0.0021
1139,0.0052,0.005
1140,0.002,0.0017
1141,0.0031,0.0027
1142,0.0044,0.0032
1143,0.0045,0.0039
1144,0.003,0.0025
1145,0.0031,0.0025
1146,0.0045,0.0038
1147,0.0032,0.0027
1148,0.0027,0.0022
1149,0.0031,0.0025
1150,0.0037,0.0031
1151,0.0046,0.0043
1152,0.0026,0.0022
1153,0.0039,0.0032
1154,0.0031,0.0025
1155,0.0033,0.0022
1156,0.0031,0.0027
1157,0.0033,0.0027
1158,0.0046,0.0038
1159,0.0027,0.0022
1160,0.0027,0.0023
1161,0.0029,0.0025
1162,0.0016,0.0013
1163,0.0034,0.0029
1164,0.0043,0.0037
1165,0.0034,0.0036
1166,0.0021,0.0018
1167,0.0021,0.0018
