,id,gm,rb1,rb2,ilp,its_nodes,its_edges,rc_nodes,rc_edges
0,0,0.011420000000000001,0.0107,0.010700000000000001,2.5465,39,41,4,4
1,1,0.0036199999999999995,0.00324,0.0031399999999999996,0.8186,32,36,4,4
2,2,0.00402,0.0037600000000000003,0.00338,1.616,36,41,4,4
3,3,0.0032800000000000004,0.0028600000000000006,0.0028000000000000004,0.61224,29,33,4,4
4,4,0.00522,0.0046,0.00414,1.33314,43,49,4,4
5,5,0.00334,0.0031200000000000004,0.00298,0.93452,29,33,4,4
6,6,0.00276,0.00224,0.0020800000000000003,0.18892,21,22,4,4
7,7,0.00364,0.00298,0.0033,0.8050200000000001,31,34,4,4
8,8,0.00366,0.0030599999999999994,0.00296,1.0536400000000001,33,36,4,4
9,9,0.0044199999999999995,0.00418,0.00364,1.4113600000000002,43,45,4,4
10,10,0.00218,0.00166,0.00176,0.12514,18,20,4,4
11,11,0.0032999999999999995,0.0021599999999999996,0.00278,0.26458,23,26,4,4
12,12,0.004,0.0033600000000000006,0.00324,0.6781400000000001,35,40,4,4
13,13,0.0028400000000000005,0.0021199999999999995,0.0022200000000000006,0.43655999999999995,23,26,4,4
14,14,0.0015799999999999998,0.00114,0.0013,0.07284,13,14,4,4
15,15,0.00346,0.00296,0.00294,1.09696,32,36,4,4
16,16,0.0032,0.00364,0.00266,1.1497600000000001,29,32,4,4
17,17,0.0036200000000000004,0.00294,0.00286,0.5242800000000001,30,36,5,6
18,18,0.00238,0.00176,0.0019199999999999998,0.24072,21,22,4,4
19,19,0.00166,0.0011200000000000001,0.0013,0.06246,13,14,4,4
20,20,0.0034000000000000002,0.0027199999999999998,0.0027,0.49193999999999993,28,32,4,4
21,21,0.00244,0.00198,0.0020399999999999997,0.36541999999999997,23,24,4,4
22,22,0.0044800000000000005,0.004319999999999999,0.00378,3.41188,42,48,4,4
23,23,0.0031200000000000004,0.00278,0.0027400000000000002,0.77716,29,33,4,4
24,24,0.0041400000000000005,0.0032,0.0030399999999999997,1.52502,34,37,4,4
25,25,0.00324,0.00264,0.0032199999999999998,0.4897,30,33,4,4
26,26,0.00332,0.0027600000000000007,0.0026799999999999997,0.4646800000000001,29,33,4,4
27,27,0.00394,0.00424,0.0031200000000000004,0.7303600000000001,35,39,4,4
28,28,0.00426,0.00426,0.0034200000000000003,2.7876199999999995,38,43,4,4
29,29,0.00262,0.0022,0.00202,0.25810000000000005,22,24,4,4
30,30,0.0036000000000000003,0.0032,0.0029,1.08168,33,35,4,4
31,31,0.0035000000000000005,0.00286,0.00278,1.0049,31,34,4,4
32,32,0.0027400000000000002,0.0021000000000000003,0.0021599999999999996,0.44096,24,26,4,4
33,33,0.00396,0.00324,0.0031600000000000005,2.03132,35,39,4,4
34,34,0.0049,0.007260000000000001,0.003920000000000001,5.18286,44,49,4,4
35,35,0.0040999999999999995,0.0038200000000000005,0.0032199999999999998,0.9390000000000001,36,41,4,4
36,36,0.00162,0.0013000000000000002,0.0013,0.07266,13,14,4,4
37,37,0.004880000000000001,0.006240000000000001,0.00392,1.13616,40,43,4,4
38,38,0.004700000000000001,0.00772,0.00386,3.9367999999999994,46,50,4,4
39,39,0.0044199999999999995,0.00438,0.00354,2.30118,40,44,4,4
40,40,0.00272,0.00232,0.00214,0.27332,23,25,4,4
41,41,0.0024000000000000002,0.0030800000000000003,0.0019,0.1843,20,22,4,4
42,42,0.00352,0.00538,0.0028,0.67318,31,34,4,4
43,43,0.0035199999999999997,0.0037599999999999995,0.00298,0.6980600000000001,33,37,4,4
44,44,0.0025399999999999997,0.00222,0.0021,0.25233999999999995,23,25,4,4
45,45,0.004379999999999999,0.004520000000000001,0.0037199999999999998,3.5214999999999996,42,46,4,4
46,46,0.0047599999999999995,0.00524,0.00416,4.44722,46,52,4,4
47,47,0.0049,0.00466,0.0037400000000000003,1.57896,43,47,4,4
48,48,0.004059999999999999,0.00436,0.00414,1.1657199999999999,39,45,4,4
49,49,0.0032199999999999998,0.00446,0.00278,0.5570999999999999,30,34,4,4
50,50,0.00448,0.00404,0.00358,1.12666,40,44,4,4
51,51,0.00398,0.0038000000000000004,0.0032800000000000004,0.8171200000000001,36,41,4,4
52,52,0.00406,0.00426,0.0033599999999999997,0.9720400000000001,37,42,4,4
53,53,0.00236,0.00206,0.0019600000000000004,0.20572,20,22,4,4
54,54,0.0034799999999999996,0.0038199999999999996,0.003,1.36348,34,37,4,4
55,55,0.0031,0.0030800000000000003,0.00264,0.54958,29,32,4,4
56,56,0.0031,0.0030600000000000002,0.00262,0.55042,30,33,4,4
57,57,0.0024800000000000004,0.00206,0.0018800000000000002,0.2259,20,22,4,4
58,58,0.0015400000000000001,0.00106,0.00116,0.05791999999999999,12,12,4,4
59,59,0.00358,0.00464,0.00292,0.7381599999999999,35,37,4,4
60,60,0.0043,0.00364,0.0030399999999999997,0.7545000000000001,34,37,4,4
61,61,0.0023000000000000004,0.00204,0.0019199999999999998,0.20428000000000002,20,22,6,6
62,62,0.005880000000000001,0.00722,0.00566,18.50026,56,64,4,4
63,63,0.0030399999999999997,0.00306,0.00256,0.54842,27,30,4,4
64,64,0.0022199999999999998,0.0020399999999999997,0.00176,0.21094,18,21,4,4
65,65,0.0032799999999999995,0.0030800000000000003,0.00262,0.52722,29,32,4,4
66,66,0.00212,0.0026000000000000003,0.00172,0.1419,18,19,4,4
67,67,0.00232,0.00216,0.00202,0.22258,21,23,4,4
68,68,0.00272,0.00266,0.0022200000000000006,0.37142,26,27,4,4
69,69,0.00398,0.00436,0.0034200000000000003,1.8032400000000002,39,43,4,4
70,70,0.0016799999999999999,0.0013999999999999998,0.0013800000000000002,0.10341999999999998,14,15,4,4
71,71,0.0034799999999999996,0.00388,0.00292,0.7091800000000001,34,37,4,4
72,72,0.0030800000000000003,0.00282,0.00262,0.49272,28,31,4,4
73,73,0.0016400000000000002,0.0012,0.00142,0.08621999999999999,14,15,4,4
74,74,0.0029399999999999995,0.00246,0.00252,0.8049,28,31,4,4
75,75,0.00518,0.00524,0.00474,4.1985600000000005,46,53,4,4
76,76,0.004979999999999999,0.005379999999999999,0.004499999999999999,7.68874,48,53,4,4
77,77,0.0031599999999999996,0.00294,0.0027199999999999998,0.5128,29,32,4,4
78,78,0.0023000000000000004,0.0020800000000000003,0.00202,0.2539,20,22,4,4
79,79,0.00368,0.00366,0.0034000000000000002,1.90384,37,39,4,4
80,80,0.00306,0.00276,0.0028199999999999996,0.5908599999999999,28,31,4,4
81,81,0.00256,0.0022,0.0021000000000000003,0.32496,23,25,4,4
82,82,0.0033400000000000005,0.00318,0.00296,0.7305800000000001,32,35,4,4
83,83,0.00418,0.004940000000000001,0.00388,1.16108,41,46,4,4
84,84,0.00232,0.0018799999999999997,0.0020800000000000003,0.1799,20,22,4,4
85,85,0.005460000000000001,0.0060999999999999995,0.00516,2.43672,55,62,4,4
86,86,0.00294,0.00266,0.0027400000000000002,0.71218,28,30,4,4
87,87,0.00408,0.0034799999999999996,0.00366,0.7764200000000001,35,37,4,4
88,88,0.00572,0.00652,0.004960000000000001,3.9482399999999997,57,66,4,4
89,89,0.0022200000000000006,0.0018799999999999997,0.0019,0.1808,20,22,4,4
90,90,0.00214,0.00176,0.0018,0.14562000000000003,18,20,4,4
91,91,0.004520000000000001,0.0048000000000000004,0.0039,3.3364200000000004,43,49,4,4
92,92,0.00418,0.00402,0.00344,1.1034,39,43,4,4
93,93,0.00196,0.0015800000000000002,0.0016999999999999997,0.19698,18,19,4,4
94,94,0.003,0.00276,0.0025200000000000005,0.41554,26,30,4,4
95,95,0.0032200000000000006,0.00266,0.0027400000000000002,0.5037799999999999,29,34,4,4
96,96,0.0022400000000000002,0.0016999999999999997,0.0018199999999999998,0.18883999999999998,19,21,4,4
97,97,0.0037400000000000003,0.0033,0.0032199999999999998,0.82826,36,40,4,4
98,98,0.00294,0.0024,0.0025200000000000005,0.67206,27,30,6,6
99,99,0.00432,0.00396,0.0032199999999999998,1.54178,35,40,4,4
100,100,0.00356,0.0032,0.0036,0.9500399999999999,33,39,6,7
101,101,0.0024199999999999994,0.0019,0.0021999999999999997,0.35638,22,24,4,4
102,102,0.00506,0.005,0.004440000000000001,2.05912,50,56,4,4
103,103,0.0034200000000000003,0.0029,0.00292,0.6448799999999999,33,36,4,4
104,104,0.00344,0.003,0.00296,0.8643000000000001,32,36,4,4
105,105,0.00262,0.0021,0.00228,0.36698,23,27,4,4
106,106,0.0031200000000000004,0.0026,0.00272,0.81454,31,33,4,4
107,107,0.00422,0.0038,0.0036999999999999997,1.19516,41,46,4,4
108,108,0.0038,0.0033,0.0033599999999999997,1.1266399999999999,36,40,4,4
109,109,0.00354,0.0029,0.0031399999999999996,0.72848,34,37,4,4
110,110,0.00344,0.0029,0.00296,1.51102,33,36,4,4
111,111,0.0033600000000000006,0.0022200000000000006,0.0023399999999999996,0.34547999999999995,24,27,4,4
112,112,0.0047599999999999995,0.0054800000000000005,0.004999999999999999,11.38878,50,53,4,4
113,113,0.0038,0.0033999999999999994,0.00326,2.16264,37,41,4,4
114,114,0.0030599999999999994,0.00244,0.00254,0.8873,31,32,4,4
115,115,0.00256,0.002,0.0021199999999999995,0.2842,23,25,4,4
116,116,0.0043,0.004,0.0037600000000000003,3.9499000000000004,42,47,4,4
117,117,0.00294,0.0024,0.0025200000000000005,0.65586,27,30,4,4
118,118,0.00292,0.0025,0.0024199999999999994,0.7079799999999999,28,29,4,4
119,119,0.0034799999999999996,0.0029,0.00294,0.67768,32,36,4,4
120,120,0.0032600000000000003,0.00272,0.00284,0.6934400000000001,31,35,4,4
121,121,0.0021199999999999995,0.00176,0.0018,0.24462,20,22,4,4
122,122,0.00352,0.0033599999999999997,0.0030199999999999997,1.3742800000000002,34,37,4,4
123,123,0.00332,0.0032199999999999998,0.0027400000000000002,1.1284800000000001,34,35,4,4
124,124,0.0037799999999999995,0.0027600000000000003,0.0031599999999999996,0.7771,27,31,4,4
125,125,0.0027400000000000002,0.0024400000000000003,0.00232,0.3268,24,28,4,4
126,126,0.00392,0.00356,0.00326,0.9287599999999999,36,40,4,4
127,127,0.0044399999999999995,0.00434,0.0037400000000000003,1.58166,41,46,4,4
128,128,0.004579999999999999,0.0050799999999999994,0.0037199999999999998,2.0265999999999997,41,46,4,4
129,129,0.00262,0.0024400000000000003,0.0022200000000000006,0.31586,24,27,4,4
130,130,0.0034200000000000003,0.0034200000000000003,0.00296,0.6031799999999999,32,36,4,4
131,131,0.0021,0.0016399999999999997,0.00172,0.13043999999999997,17,19,6,6
132,132,0.00198,0.00166,0.00166,0.15360000000000001,17,19,4,4
133,133,0.0036199999999999995,0.00334,0.0030199999999999997,0.70628,32,38,4,4
134,134,0.00404,0.003999999999999999,0.00352,2.2969,39,43,4,4
135,135,0.0034999999999999996,0.00334,0.0030399999999999997,0.8538600000000001,32,37,4,4
136,136,0.0015199999999999999,0.0012200000000000002,0.0012399999999999998,0.05329999999999999,12,14,7,8
137,137,0.0032999999999999995,0.0023399999999999996,0.00272,0.33368,24,27,4,4
138,138,0.0019600000000000004,0.0016399999999999997,0.0016999999999999997,0.16965999999999998,18,19,4,4
139,139,0.00396,0.003999999999999999,0.00344,0.9330400000000001,38,43,4,4
140,140,0.0031200000000000004,0.0028799999999999997,0.00266,0.45404,28,32,4,4
141,141,0.0032199999999999998,0.0028799999999999997,0.00284,0.8595200000000001,30,34,4,4
142,142,0.00286,0.0025599999999999998,0.0024799999999999996,0.72256,26,29,4,4
143,143,0.00332,0.00324,0.00284,1.15226,32,34,4,4
144,144,0.00538,0.0054,0.00482,8.70616,51,58,4,4
145,145,0.0017399999999999998,0.0013,0.00184,0.16663999999999998,17,17,4,4
146,146,0.00324,0.0036,0.00296,0.57264,29,34,4,4
147,147,0.0027999999999999995,0.0022,0.0024199999999999994,0.35906000000000005,25,28,4,4
148,148,0.0038,0.0033,0.0032600000000000003,0.74986,35,40,4,4
149,149,0.00422,0.0038199999999999996,0.003659999999999999,3.13714,42,46,4,4
150,150,0.00434,0.0033799999999999998,0.0037599999999999995,2.0115,36,40,4,4
151,151,0.00256,0.00202,0.0022600000000000003,0.35312,24,26,4,4
152,152,0.00456,0.004520000000000001,0.003940000000000001,6.2691,46,50,4,4
153,153,0.00378,0.00346,0.0033400000000000005,2.80092,36,41,4,4
154,154,0.0038599999999999997,0.0035000000000000005,0.0032799999999999995,0.8862,37,41,4,4
155,155,0.0024599999999999995,0.0018199999999999998,0.00208,0.29672,22,24,4,4
156,156,0.00176,0.00132,0.00166,0.11346,15,16,4,4
157,157,0.00236,0.0020799999999999994,0.0021599999999999996,0.34049999999999997,21,23,4,4
158,158,0.00286,0.0024,0.0024199999999999994,0.3677,25,29,4,4
159,159,0.0032199999999999998,0.0032,0.00292,0.55352,31,34,4,4
160,160,0.00352,0.0031,0.0031400000000000004,0.72158,33,37,4,4
161,161,0.00482,0.005339999999999999,0.0044399999999999995,1.96492,48,52,4,4
162,162,0.00368,0.0031,0.00352,1.32584,37,38,4,4
163,163,0.0045,0.0031,0.0030199999999999997,1.0007800000000002,34,37,4,4
164,164,0.0037400000000000003,0.00264,0.0027,1.04206,29,33,4,4
165,165,0.00332,0.0026799999999999997,0.0027800000000000004,1.3649200000000001,29,33,4,4
166,166,0.00286,0.0023,0.0024799999999999996,0.43326000000000003,26,30,5,6
167,167,0.00216,0.0016999999999999997,0.0018800000000000002,0.20831999999999998,18,21,4,4
168,168,0.004280000000000001,0.0037600000000000003,0.00368,1.6209200000000004,40,46,4,4
169,169,0.00488,0.004939999999999999,0.00428,5.89142,48,53,4,4
170,170,0.00326,0.003,0.00284,1.11408,31,34,4,4
171,171,0.0032800000000000004,0.0028,0.00292,0.52356,31,34,4,4
172,172,0.00378,0.0032199999999999998,0.0032,1.31436,35,38,4,4
173,173,0.00334,0.0027400000000000002,0.0028200000000000005,0.6000599999999999,31,37,9,11
174,174,0.0030199999999999997,0.0025,0.00318,0.42768000000000006,28,32,4,4
175,175,0.00428,0.0032,0.0031000000000000003,0.6892,33,39,7,8
176,176,0.00386,0.00432,0.0033599999999999997,0.9605799999999999,37,42,4,4
177,177,0.00184,0.0014,0.0016,0.12042,16,18,4,4
178,178,0.0030399999999999997,0.00258,0.00266,0.7787200000000001,28,31,4,4
179,179,0.0019,0.0014,0.0016400000000000002,0.10662,16,19,5,6
180,180,0.0037400000000000003,0.0032,0.0032199999999999998,1.7192399999999999,34,39,4,4
181,181,0.00244,0.0019,0.0021199999999999995,0.29962,22,25,4,4
182,182,0.00272,0.0022,0.00232,0.41604,24,27,4,4
183,183,0.00456,0.00422,0.003940000000000001,3.4521,44,49,4,4
184,184,0.002,0.0016999999999999997,0.00162,0.16674,17,19,4,4
185,185,0.0014799999999999998,0.0011,0.0012599999999999998,0.075,12,14,4,4
186,186,0.0032199999999999998,0.0027,0.0028200000000000005,0.5224,30,34,4,4
187,187,0.0032600000000000003,0.0027,0.00272,0.46894,29,33,4,4
188,188,0.00618,0.0064,0.0059,18.45874,64,68,4,4
189,189,0.00406,0.003,0.0033599999999999997,0.5581400000000001,31,35,4,4
190,190,0.0035199999999999997,0.0030799999999999994,0.00306,0.59348,32,37,4,4
191,191,0.0019,0.0014,0.0016399999999999997,0.13528,17,18,4,4
192,192,0.00486,0.004440000000000001,0.00424,4.33222,45,51,4,4
193,193,0.004079999999999999,0.00446,0.0037399999999999994,3.28404,41,44,4,4
194,194,0.00294,0.00248,0.0026000000000000003,0.6974199999999999,28,30,4,4
195,195,0.00246,0.0019,0.00208,0.2862,23,25,4,4
196,196,0.0036,0.003,0.00308,1.38048,33,37,4,4
197,197,0.004239999999999999,0.0039,0.00372,1.0232199999999998,40,46,7,8
198,198,0.00284,0.0022,0.0024199999999999994,0.7700400000000001,28,29,4,4
199,199,0.00216,0.00172,0.0019,0.22635999999999998,19,21,4,4
200,200,0.0028799999999999997,0.0023000000000000004,0.00298,0.40327999999999997,26,29,4,4
201,201,0.0027800000000000004,0.00236,0.0023399999999999996,0.56006,27,28,4,4
202,202,0.0038199999999999996,0.0027400000000000002,0.0028,0.53766,29,33,4,4
203,203,0.0030800000000000003,0.00256,0.00254,0.79226,29,32,5,6
204,204,0.0032400000000000007,0.0027400000000000002,0.00276,0.70834,31,33,4,4
205,205,0.00344,0.0029,0.00298,1.17122,32,36,4,4
206,206,0.00436,0.00396,0.00378,3.0687399999999996,41,46,4,4
207,207,0.0023799999999999997,0.0018,0.002,0.18794,20,23,4,4
208,208,0.00334,0.00288,0.00284,0.5795,30,35,7,7
209,209,0.0019199999999999998,0.0014,0.0016999999999999997,0.14364,17,19,4,4
210,210,0.00344,0.00296,0.00292,0.71768,33,36,4,4
211,211,0.004,0.00442,0.00344,2.6618199999999996,40,43,4,4
212,212,0.00386,0.0033999999999999994,0.00324,1.0422999999999998,36,40,4,4
213,213,0.00286,0.0024,0.0029,0.71138,26,29,4,4
214,214,0.00272,0.0028200000000000005,0.00228,0.37424,26,27,4,4
215,215,0.003,0.0018,0.002,0.34099999999999997,23,24,4,4
216,216,0.0024800000000000004,0.002,0.00222,0.25174,23,25,4,4
217,217,0.00354,0.00318,0.0030800000000000003,0.6943,33,37,4,4
218,218,0.0023399999999999996,0.0018199999999999998,0.00202,0.34648,23,24,4,4
219,219,0.0020599999999999998,0.0019,0.0018,0.23092000000000001,20,22,4,4
220,220,0.00444,0.0039,0.00386,1.17326,41,47,4,4
221,221,0.0022,0.0017399999999999998,0.0018800000000000002,0.25687999999999994,21,22,4,4
222,222,0.0029599999999999995,0.0023,0.00252,0.45777999999999996,25,29,4,4
223,223,0.0030800000000000003,0.0025,0.0026400000000000004,0.5101399999999999,29,31,4,4
224,224,0.0037400000000000003,0.0032,0.0032400000000000007,0.7453799999999999,35,40,4,4
225,225,0.0028200000000000005,0.00232,0.00244,0.3756,25,28,4,4
226,226,0.00272,0.0021199999999999995,0.0023599999999999997,0.31434,24,27,4,4
227,227,0.004839999999999999,0.004739999999999999,0.00462,4.1798,47,52,4,4
228,228,0.0033600000000000006,0.0029000000000000002,0.00292,0.81846,31,35,4,4
229,229,0.00464,0.004540000000000001,0.0038199999999999996,1.22692,39,44,4,4
230,230,0.00138,0.001,0.0013199999999999998,0.047619999999999996,11,12,4,4
231,231,0.0038799999999999993,0.0033999999999999994,0.00334,1.58108,37,41,4,4
232,232,0.0036399999999999996,0.0034000000000000002,0.00318,0.73666,35,39,4,4
233,233,0.003940000000000001,0.0036,0.0034000000000000002,1.9510199999999998,37,42,4,4
234,234,0.00414,0.00414,0.00358,4.85176,44,45,4,4
235,235,0.00344,0.0030399999999999997,0.0030800000000000003,1.26506,31,36,4,4
236,236,0.00432,0.00422,0.00388,3.93106,41,47,4,4
237,237,0.0030199999999999997,0.00262,0.00262,0.91978,28,31,4,4
238,238,0.00232,0.00178,0.002,0.29074,21,23,4,4
239,239,0.00562,0.00624,0.0055,17.89134,63,65,4,4
240,240,0.00412,0.00298,0.0029599999999999995,0.9902200000000001,32,36,4,4
241,241,0.0036199999999999995,0.00334,0.0031400000000000004,0.7728200000000001,34,38,4,4
242,242,0.0037600000000000003,0.0037600000000000003,0.00318,1.2046199999999998,35,39,4,4
243,243,0.00402,0.00462,0.00352,2.36258,38,43,4,4
244,244,0.00416,0.00396,0.00366,1.99562,39,45,4,4
245,245,0.0022200000000000006,0.00182,0.0019,0.2722,20,22,4,4
246,246,0.00344,0.0030399999999999997,0.0029599999999999995,0.6199200000000001,33,36,4,4
247,247,0.0016,0.0009,0.0011200000000000001,0.04974,11,12,4,4
248,248,0.0032799999999999995,0.0026,0.0027,0.43450000000000005,29,33,4,4
249,249,0.00414,0.0038,0.00356,0.95802,40,44,4,4
250,250,0.0028200000000000005,0.0023,0.0030600000000000002,0.48218000000000005,29,30,4,4
251,251,0.00446,0.004079999999999999,0.0038400000000000005,3.0128400000000006,42,48,4,4
252,252,0.00292,0.0025,0.00254,0.42904,27,30,4,4
253,253,0.0036199999999999995,0.0027,0.0025,0.42184,26,30,4,4
254,254,0.0019199999999999998,0.0015,0.00166,0.1337,17,19,4,4
255,255,0.00354,0.0031,0.0030199999999999997,0.69702,35,37,4,4
256,256,0.00294,0.0024199999999999994,0.00254,0.37252,28,32,6,6
257,257,0.00378,0.0032,0.0032199999999999998,1.45766,36,40,4,4
258,258,0.0024199999999999994,0.00202,0.00214,0.25622,23,25,4,4
259,259,0.0033799999999999998,0.003,0.0029399999999999995,0.55392,33,36,4,4
260,260,0.0015,0.0011,0.0013,0.07633999999999999,13,14,4,4
261,261,0.0037400000000000003,0.00402,0.0032199999999999998,1.0981,36,40,4,4
262,262,0.00324,0.0027,0.00272,0.51062,31,34,5,6
263,263,0.00286,0.0023,0.0024799999999999996,0.44726,26,29,4,4
264,264,0.0022600000000000003,0.0018,0.00244,0.2132,20,22,4,4
265,265,0.00482,0.004520000000000001,0.004079999999999999,6.535819999999999,46,51,4,4
266,266,0.00422,0.0037199999999999998,0.00364,1.05216,39,44,4,4
267,267,0.004399999999999999,0.00326,0.00324,0.72656,36,40,4,4
268,268,0.0038199999999999996,0.0033599999999999997,0.0032800000000000004,1.1708,37,40,4,4
269,269,0.00248,0.0019,0.0021,0.24728,23,25,4,4
270,270,0.00354,0.0031200000000000004,0.0030199999999999997,0.9775,34,38,5,6
271,271,0.0016400000000000002,0.0012,0.0014399999999999999,0.08791999999999998,14,15,4,4
272,272,0.00396,0.00352,0.00338,2.48266,38,42,4,4
273,273,0.0038399999999999997,0.0033,0.0032600000000000003,1.15122,37,40,4,4
274,274,0.0020399999999999997,0.0016,0.0018,0.19856000000000001,19,20,4,4
275,275,0.00332,0.0027400000000000002,0.0028000000000000004,0.8904799999999999,30,34,4,4
276,276,0.00344,0.0030199999999999997,0.0034800000000000005,0.9594999999999999,33,36,4,4
277,277,0.00264,0.0024,0.0022200000000000006,0.49528000000000005,24,27,4,4
278,278,0.00462,0.0051400000000000005,0.004,4.1566600000000005,44,49,4,4
279,279,0.00276,0.0022,0.0023399999999999996,0.30392,25,27,4,4
280,280,0.004,0.00294,0.00296,0.85366,32,36,4,4
281,281,0.00302,0.00272,0.00276,0.44398,28,32,4,4
282,282,0.00352,0.0031200000000000004,0.0030199999999999997,0.60536,33,37,4,4
283,283,0.0030800000000000003,0.0026,0.00262,0.8181800000000001,28,32,4,4
284,284,0.00456,0.0043,0.00396,4.1442,45,49,4,4
285,285,0.00264,0.0020799999999999994,0.0022400000000000002,0.24143999999999996,23,27,5,6
286,286,0.004339999999999999,0.003920000000000001,0.0038199999999999996,1.0802200000000002,41,47,4,4
287,287,0.0038,0.00332,0.0033400000000000005,0.8344400000000001,37,41,4,4
288,288,0.004520000000000001,0.00404,0.00446,1.44056,43,49,4,4
289,289,0.00354,0.0031,0.00306,1.0917999999999999,33,37,4,4
290,290,0.0047799999999999995,0.00458,0.0040999999999999995,1.55742,46,51,4,4
291,291,0.00428,0.0032,0.0031200000000000004,1.39804,35,38,4,4
292,292,0.0026,0.00202,0.0022200000000000006,0.30182000000000003,25,26,4,4
293,293,0.0041,0.00464,0.0034200000000000003,1.50886,39,43,4,4
294,294,0.0040999999999999995,0.00494,0.0033999999999999994,1.8355799999999998,39,43,6,6
295,295,0.0048000000000000004,0.00474,0.00418,4.4561399999999995,47,53,4,4
296,296,0.00344,0.0030600000000000002,0.0029,1.31134,33,36,4,4
297,297,0.0031000000000000003,0.00256,0.0026,0.46971999999999997,28,32,4,4
298,298,0.0023399999999999996,0.0019,0.00206,0.16114,20,23,4,4
299,299,0.00242,0.0023000000000000004,0.00272,0.2717,22,25,4,4
300,300,0.00214,0.0016,0.0017399999999999998,0.1326,18,20,4,4
301,301,0.00402,0.0037199999999999998,0.0034200000000000003,0.9388,38,43,4,4
302,302,0.00318,0.0031200000000000004,0.0027,0.7549800000000001,31,33,4,4
303,303,0.00272,0.00226,0.0023,0.32792000000000004,25,27,4,4
304,304,0.00458,0.00368,0.00346,0.9692799999999998,39,43,4,4
305,305,0.0039,0.00352,0.0035000000000000005,0.95204,37,42,4,4
306,306,0.0031,0.0027,0.0028000000000000004,0.90872,29,33,4,4
307,307,0.00266,0.0022,0.0023,0.26480000000000004,24,27,4,4
308,308,0.00432,0.00414,0.0037199999999999998,1.23446,43,47,4,4
309,309,0.0030199999999999997,0.0034200000000000003,0.00258,0.43309999999999993,29,32,5,6
310,310,0.00272,0.0023000000000000004,0.0023399999999999996,0.34524000000000005,27,28,4,4
311,311,0.0031,0.00352,0.00262,0.7385599999999999,31,32,6,6
312,312,0.0031399999999999996,0.0027999999999999995,0.0031399999999999996,0.7497,29,32,4,4
313,313,0.0025,0.002,0.00218,0.29446,23,26,4,4
314,314,0.00326,0.0027,0.0028200000000000005,0.91128,30,33,4,4
315,315,0.00278,0.0021,0.00228,0.3842,24,27,4,4
316,316,0.00278,0.00232,0.0025199999999999997,0.34958,24,28,4,4
317,317,0.0025,0.0024600000000000004,0.0021199999999999995,0.23266,23,24,4,4
318,318,0.00498,0.00414,0.00338,1.8119800000000001,38,42,4,4
319,319,0.0025399999999999997,0.00202,0.0021199999999999995,0.22338,22,24,4,4
320,320,0.004399999999999999,0.00378,0.003659999999999999,0.9510200000000001,40,45,4,4
321,321,0.00324,0.003,0.0026799999999999997,0.76174,29,32,4,4
322,322,0.0029000000000000002,0.0023599999999999997,0.00244,0.54866,26,29,4,4
323,323,0.0041,0.00354,0.0035000000000000005,1.6687999999999998,38,42,4,4
324,324,0.0023,0.0018800000000000002,0.0019199999999999998,0.22006,21,22,4,4
325,325,0.0034000000000000002,0.0028,0.00284,0.5337799999999999,31,34,4,4
326,326,0.00232,0.0016999999999999997,0.0024599999999999995,0.19822,20,22,4,4
327,327,0.00426,0.00428,0.00358,1.03668,40,45,4,4
328,328,0.00218,0.0023399999999999996,0.0018,0.1723,19,20,4,4
329,329,0.0028200000000000005,0.0023,0.0023399999999999996,0.37229999999999996,25,28,4,4
330,330,0.00318,0.00258,0.00264,0.39925999999999995,29,32,4,4
331,331,0.0024000000000000002,0.0013,0.0015,0.0805,15,16,4,4
332,332,0.00242,0.00196,0.0020399999999999997,0.20562,21,24,4,4
333,333,0.0023399999999999996,0.0018,0.00202,0.22890000000000002,21,23,4,4
334,334,0.004059999999999999,0.0041400000000000005,0.00344,1.3927599999999998,39,43,4,4
335,335,0.0036,0.0029399999999999995,0.0030199999999999997,0.55108,32,36,4,4
336,336,0.0053,0.00542,0.00456,6.542479999999999,50,57,4,4
337,337,0.0032200000000000006,0.00286,0.0027400000000000002,0.94374,30,33,4,4
338,338,0.0037600000000000003,0.0033,0.0031399999999999996,0.6951400000000001,35,38,4,4
339,339,0.0023,0.0015400000000000001,0.0017399999999999998,0.20913999999999996,19,20,4,4
340,340,0.0029599999999999995,0.0024,0.00294,0.39937999999999996,26,30,4,4
341,341,0.00254,0.0022600000000000003,0.0021199999999999995,0.30826,24,25,4,4
342,342,0.00216,0.00172,0.00186,0.15236,19,21,4,4
343,343,0.00496,0.00344,0.00344,1.7509599999999998,37,41,4,4
344,344,0.00394,0.0030200000000000005,0.00304,0.5677999999999999,32,37,4,4
345,345,0.00276,0.0013,0.0015,0.0861,15,16,4,4
346,346,0.00418,0.004399999999999999,0.0034200000000000003,0.8644400000000001,38,42,4,4
347,347,0.00194,0.0014,0.00162,0.11278000000000002,16,17,4,4
348,348,0.00324,0.0031200000000000004,0.0027400000000000002,0.44532,30,33,4,4
349,349,0.00378,0.004280000000000001,0.0031400000000000004,0.71162,33,39,5,6
350,350,0.0034799999999999996,0.00402,0.0029399999999999995,0.55272,32,36,4,4
351,351,0.0038399999999999997,0.0036200000000000004,0.00324,0.7675,37,40,4,4
352,352,0.005259999999999999,0.005880000000000001,0.00446,2.61412,50,56,4,4
